Indeks;NUTId;Sezon;ImieNazwisko;Pozycja;Druzyna;Wynagrodzenie;Mecze;Wszystkie_zbiorki;Asysty;Przechwyty;Bloki;Straty;Punkty
2584;5;2010/11;Jason Maxiell; PF;Detroit Pistons;5000000;57;173;17;24;21;44;237
2645;5;2010/11;Will Bynum; PG;Detroit Pistons;3250000;61;74;195;52;4;83;482
2661;5;2010/11;Chris Wilcox; PF;Detroit Pistons;3000000;57;271;43;29;17;43;424
2667;5;2010/11;Greg Monroe; C;Detroit Pistons;2798040;80;601;105;93;45;81;751
2668;5;2010/11;Rodney Stuckey; PG;Detroit Pistons;2767126;70;216;361;76;10;155;1082
2701;5;2010/11;Ben Wallace; PF;Detroit Pistons;2080000;54;350;72;54;54;44;154
2714;5;2010/11;Austin Daye; SF;Detroit Pistons;1803720;72;274;78;39;39;59;537
2787;5;2010/11;Tracy McGrady; SG;Detroit Pistons;854389;72;251;252;66;34;102;574
2832;5;2010/11;DaJuan Summers; SF;Detroit Pistons;762195;22;12;2;3;1;13;74
2932;5;2011/12;Ben Gordon; SG;Detroit Pistons;11600000;52;121;127;34;11;115;648
2955;5;2011/12;Rodney Stuckey; PG;Detroit Pistons;8500000;55;142;210;44;10;106;812
2969;5;2011/12;Charlie Villanueva; PF;Detroit Pistons;7540000;13;48;6;7;5;7;91
2988;5;2011/12;Tayshaun Prince; SF;Detroit Pistons;6292135;63;281;153;27;32;74;798
3011;5;2011/12;Jason Maxiell; PF;Detroit Pistons;5000000;65;333;41;32;50;71;424
3027;5;2011/12;Jonas Jerebko; F;Detroit Pistons;4500000;64;308;43;41;21;66;556
3072;5;2011/12;Will Bynum; PG;Detroit Pistons;3250000;36;56;66;23;3;54;204
3083;5;2011/12;Greg Monroe; C;Detroit Pistons;3007920;66;637;152;83;46;161;1015
3103;5;2011/12;Brandon Knight; PG;Detroit Pistons;2563320;66;211;251;49;10;171;847
3120;5;2011/12;Ben Wallace; PF;Detroit Pistons;2246400;62;269;43;47;51;34;85
3139;5;2011/12;Austin Daye; SF;Detroit Pistons;1929600;41;91;33;22;21;40;194
3241;5;2011/12;Damien Wilkins; SG;Detroit Pistons;854389;60;100;44;29;13;30;193
3302;5;2011/12;Vernon Macklin; PF;Detroit Pistons;473604;23;34;5;4;4;3;46
3384;5;2012/13;Jose Calderon; G;Detroit Pistons;11046591;73;176;518;58;8;126;826
3388;5;2012/13;Corey Maggette; SF;Detroit Pistons;10924138;18;25;19;6;2;17;95
3405;5;2012/13;Rodney Stuckey; PG;Detroit Pistons;8500000;76;212;270;51;17;134;876
3416;5;2012/13;Charlie Villanueva; PF;Detroit Pistons;8060000;69;241;54;31;39;39;467
3461;5;2012/13;Jason Maxiell; PF;Detroit Pistons;5000000;72;409;54;32;95;81;498
3480;5;2012/13;Jonas Jerebko; F;Detroit Pistons;4500000;49;185;43;38;8;42;377
3525;5;2012/13;Will Bynum; PG;Detroit Pistons;3250000;65;97;231;45;5;125;636
3528;5;2012/13;Greg Monroe; C;Detroit Pistons;3217680;81;777;281;105;55;234;1298
3553;5;2012/13;Brandon Knight; PG;Detroit Pistons;2678640;75;247;303;58;8;205;999
3570;5;2012/13;Andre Drummond; C;Detroit Pistons;2356320;60;457;30;59;95;57;476
3651;5;2012/13;Kyle Singler; F;Detroit Pistons;1000000;82;330;77;57;37;98;720
3736;5;2012/13;Khris Middleton; SF;Detroit Pistons;473604;27;50;28;15;4;11;165
3743;5;2012/13;Kim English; SG;Detroit Pistons;473604;41;37;26;16;3;19;119
3807;5;2013/14;Josh Smith; PF;Detroit Pistons;13500000;77;520;252;105;110;199;1264
3840;5;2013/14;Charlie Villanueva; PF;Detroit Pistons;8580000;20;34;6;4;5;7;92
3841;5;2013/14;Rodney Stuckey; PG;Detroit Pistons;8500000;73;169;152;54;10;125;1012
3853;5;2013/14;Brandon Jennings; G;Detroit Pistons;7655503;80;244;609;101;8;215;1241
3904;5;2013/14;Jonas Jerebko; F;Detroit Pistons;4500000;64;175;39;21;6;43;270
3913;5;2013/14;Greg Monroe; C;Detroit Pistons;4086454;82;760;171;91;47;166;1249
3968;5;2013/14;Will Bynum; PG;Detroit Pistons;2790343;56;99;216;39;7;103;485
3973;5;2013/14;Kentavious Caldwell-Pope; SG;Detroit Pistons;2653080;80;156;55;75;12;28;470
3981;5;2013/14;Chauncey Billups; PG;Detroit Pistons;2500000;19;28;42;8;1;25;72
3983;5;2013/14;Andre Drummond; C;Detroit Pistons;2465400;81;1071;35;101;131;110;1095
4062;5;2013/14;Kyle Singler; F;Detroit Pistons;1045000;82;303;75;61;38;79;784
4077;5;2013/14;Josh Harrellson; C;Detroit Pistons;884293;32;76;15;6;15;10;93
4133;5;2013/14;Tony Mitchell; PF;Detroit Pistons;500000;21;26;2;6;3;4;22
4138;5;2013/14;Peyton Siva; PG;Detroit Pistons;490180;24;14;34;9;1;18;54
4256;5;2014/15;Brandon Jennings; G;Detroit Pistons;8000000;41;104;272;44;4;90;632
4261;5;2014/15;Tayshaun Prince; SF;Detroit Pistons;7707865;58;210;93;29;16;35;434
4285;5;2014/15;Jodie Meeks; G;Detroit Pistons;6000000;60;104;79;59;6;57;663
4295;5;2014/15;Greg Monroe; C;Detroit Pistons;5479934;69;704;142;78;34;149;1098
4325;5;2014/15;Caron Butler; SF;Detroit Pistons;4500000;78;196;79;43;4;49;460
4385;5;2014/15;Anthony Tolliver; PF;Detroit Pistons;3000000;76;236;59;24;16;51;482
4393;5;2014/15;Kentavious Caldwell-Pope; SG;Detroit Pistons;2772480;82;255;109;93;18;94;1043
4402;5;2014/15;Andre Drummond; C;Detroit Pistons;2568360;82;1104;55;73;153;120;1130
4418;5;2014/15;Reggie Jackson; PG;Detroit Pistons;2204369;77;327;462;62;9;186;1117
4478;5;2014/15;Shawne Williams; SF;Detroit Pistons;1227985;63;166;44;25;21;30;341
4486;5;2014/15;Cartier Martin; PF;Detroit Pistons;1145685;23;20;11;3;1;5;36
4580;5;2014/15;Spencer Dinwiddie; PG;Detroit Pistons;700000;34;48;104;19;6;33;145
4613;5;2014/15;John Lucas III; PG;Detroit Pistons;269189;21;16;60;8;0;16;98
4665;5;2015/16;Tobias Harris; PF;Detroit Pistons;16000000;76;510;169;65;40;108;1116
4679;5;2015/16;Reggie Jackson; PG;Detroit Pistons;13913044;79;253;492;59;11;223;1489
4750;5;2015/16;Aron Baynes; C;Detroit Pistons;6500000;81;384;51;21;52;67;514
4755;5;2015/16;Jodie Meeks; G;Detroit Pistons;6270000;3;5;3;0;0;1;22
4832;5;2015/16;Andre Drummond; C;Detroit Pistons;3272091;81;1198;67;119;112;155;1314
4843;5;2015/16;Anthony Tolliver; PF;Detroit Pistons;3000000;72;229;52;26;16;28;383
4848;5;2015/16;Kentavious Caldwell-Pope; SG;Detroit Pistons;2891760;76;282;138;110;17;105;1105
4854;5;2015/16;Stanley Johnson; PF;Detroit Pistons;2841960;73;306;118;55;12;114;593
4881;5;2015/16;Steve Blake; PG;Detroit Pistons;2170465;58;89;200;24;5;81;254
4940;5;2015/16;Reggie Bullock; SF;Detroit Pistons;1252440;37;68;27;10;2;8;122
5038;5;2015/16;Spencer Dinwiddie; PG;Detroit Pistons;845059;12;17;22;3;0;7;58
5045;5;2015/16;Darrun Hilliard; G;Detroit Pistons;600000;38;45;27;9;1;19;152
5105;5;2016/17;Andre Drummond; C;Detroit Pistons;22116750;81;1115;90;124;89;152;1105
5123;5;2016/17;Tobias Harris; PF;Detroit Pistons;17200000;82;416;142;60;39;96;1321
5145;5;2016/17;Reggie Jackson; PG;Detroit Pistons;14956522;52;114;270;35;5;114;752
5183;5;2016/17;Jon Leuer; F;Detroit Pistons;10991957;75;402;111;31;26;66;767
5225;5;2016/17;Boban Marjanovic; C;Detroit Pistons;7000000;35;130;9;6;12;10;191
5232;5;2016/17;Aron Baynes; C;Detroit Pistons;6500000;75;333;32;17;39;50;365
5243;5;2016/17;Ish Smith; PG;Detroit Pistons;6000000;81;235;418;61;33;112;758
5300;5;2016/17;Kentavious Caldwell-Pope; SG;Detroit Pistons;3678319;76;248;193;89;12;86;1047
5324;5;2016/17;Stanley Johnson; PF;Detroit Pistons;2969880;77;189;105;56;24;71;339
5355;5;2016/17;Reggie Bullock; SF;Detroit Pistons;2255644;31;64;29;18;3;10;141
5379;5;2016/17;Henry Ellenson; PF;Detroit Pistons;1704120;19;41;7;1;1;14;60
5453;5;2016/17;Beno Udrih; PG;Detroit Pistons;980431;39;57;131;13;0;36;227
5468;5;2016/17;Darrun Hilliard; G;Detroit Pistons;874636;39;33;33;11;2;28;127
5482;5;2016/17;Michael Gbinije; SG;Detroit Pistons;650000;9;3;2;0;0;0;4
5642;5;2017/18;Andre Drummond; C;Detroit Pistons;25434263;78;1247;237;114;127;200;1171
5643;5;2017/18;Anthony Tolliver; PF;Detroit Pistons;3290000;79;241;90;32;21;58;703
5644;5;2017/18;Blake Griffin; PF;Detroit Pistons;32088932;58;428;334;41;18;165;1242
5645;5;2017/18;Dwight Buycks; G;Detroit Pistons;1600520;29;41;59;19;2;39;215
5646;5;2017/18;Eric Moreland; C;Detroit Pistons;1826300;67;278;78;31;51;42;143
5647;5;2017/18;Henry Ellenson; PF;Detroit Pistons;1857480;38;81;20;5;0;18;151
5648;5;2017/18;Ish Smith; PG;Detroit Pistons;6000000;82;224;360;64;20;108;894
5649;5;2017/18;Jon Leuer; F;Detroit Pistons;10002681;8;32;5;1;3;7;43
5650;5;2017/18;Langston Galloway; SG;Detroit Pistons;7000000;58;92;58;35;5;18;360
5651;5;2017/18;Luke Kennard; SG;Detroit Pistons;3275280;73;176;124;44;13;69;558
5652;5;2017/18;Reggie Bullock; SF;Detroit Pistons;2500000;62;154;95;47;13;47;698
5653;5;2017/18;Reggie Jackson; PG;Detroit Pistons;17043478;45;125;238;27;4;99;656
5654;5;2017/18;Stanley Johnson; PF;Detroit Pistons;3940402;69;252;112;95;14;77;599
5655;5;2017/18;Willie Reed; C;Detroit Pistons;1471382;42;121;10;9;22;19;195
5947;5;2018/19;Blake Griffin; PF;Detroit Pistons;32088932;75;565;402;52;28;253;1841
5965;5;2018/19;Andre Drummond; C;Detroit Pistons;25434263;79;1232;112;136;138;175;1370
6001;5;2018/19;Reggie Jackson; PG;Detroit Pistons;17043478;82;216;344;55;9;148;1260
6059;5;2018/19;Jon Leuer; F;Detroit Pistons;10002681;41;97;14;12;4;23;156
6097;5;2018/19;Langston Galloway; SG;Detroit Pistons;7000000;80;171;85;37;8;24;672
6111;5;2018/19;Ish Smith; PG;Detroit Pistons;6000000;56;145;203;28;11;61;501
6147;5;2018/19;Glenn Robinson III; F;Detroit Pistons;4075000;47;71;21;14;8;18;198
6170;5;2018/19;Luke Kennard; SG;Detroit Pistons;3275280;63;183;114;26;10;57;613
6186;5;2018/19;Thon Maker; F;Detroit Pistons;2799720;64;202;45;21;51;33;323
6209;5;2018/19;Wayne Ellington; SG;Detroit Pistons;2383076;53;107;72;54;6;40;545
6289;5;2018/19;Jose Calderon; G;Detroit Pistons;1512601;49;60;115;16;3;35;113
6290;5;2018/19;Zaza Pachulia; C;Detroit Pistons;1512601;68;265;91;31;17;57;267
6300;5;2018/19;Svi Mykhailiuk; SG;Detroit Pistons;1487694;42;36;37;14;1;21;133
6352;5;2018/19;Khyri Thomas; SG;Detroit Pistons;838464;26;20;8;7;5;4;61
6354;5;2018/19;Bruce Brown; SF;Detroit Pistons;838464;74;185;91;40;36;46;319
6399;5;2019/20;Blake Griffin; PF;Detroit Pistons;34449964;18;84;59;7;7;40;279
6461;5;2019/20;Brandon Knight; PG;Detroit Pistons;15643750;25;41;69;10;3;38;183
6491;5;2019/20;Tony Snell; SF;Detroit Pistons;11392857;59;111;127;32;15;31;474
6506;5;2019/20;John Henson; F;Detroit Pistons;9732396;40;162;54;24;42;36;221
6540;5;2019/20;Langston Galloway; SG;Detroit Pistons;7333333;66;149;101;48;11;40;677
6541;5;2019/20;Derrick Rose; PG;Detroit Pistons;7317073;50;121;278;40;16;126;904
6603;5;2019/20;Luke Kennard; SG;Detroit Pistons;3827160;28;98;115;12;6;43;442
6610;5;2019/20;Thon Maker; F;Detroit Pistons;3569643;60;167;43;25;39;45;281
6623;5;2019/20;Sekou Doumbouya; SF;Detroit Pistons;3285120;38;118;19;20;8;35;243
6702;5;2019/20;Jordan McRae; G;Detroit Pistons;1645357;37;124;93;21;16;43;426
6703;5;2019/20;Christian Wood; C;Detroit Pistons;1645357;62;390;60;34;54;84;810
6728;5;2019/20;Tim Frazier; PG;Detroit Pistons;1620564;27;33;93;14;4;36;97
6766;5;2019/20;Svi Mykhailiuk; SG;Detroit Pistons;1416852;56;104;106;41;4;61;504
6771;5;2019/20;Khyri Thomas; SG;Detroit Pistons;1416852;8;1;3;3;0;3;17
6773;5;2019/20;Bruce Brown; SF;Detroit Pistons;1416852;58;274;230;63;29;100;517
6884;5;2020/21;Jerami Grant; SF;Detroit Pistons;19050000;54;250;152;35;58;109;1205
6922;5;2020/21;Cory Joseph; PG;Detroit Pistons;12600000;63;159;213;61;18;79;517
6973;5;2020/21;Mason Plumlee; C;Detroit Pistons;8000000;56;519;202;43;50;105;581
7003;5;2020/21;Dennis Smith Jr.; PG;Detroit Pistons;5686677;23;55;77;23;14;26;154
7009;5;2020/21;Killian Hayes; PG;Detroit Pistons;5307120;26;69;138;27;10;83;176
7012;5;2020/21;Rodney McGruder; G;Detroit Pistons;5192307;16;22;16;8;1;7;91
7025;5;2020/21;Josh Jackson; SG;Detroit Pistons;4767000;62;254;143;53;47;142;828
7072;5;2020/21;Sekou Doumbouya; SF;Detroit Pistons;3449400;56;143;47;24;9;44;285
7079;5;2020/21;Isaiah Stewart; C;Detroit Pistons;3121080;68;453;59;39;86;67;537
7094;5;2020/21;Saddiq Bey; SF;Detroit Pistons;2689920;70;318;95;52;14;60;857
7136;5;2020/21;Jahlil Okafor; C;Detroit Pistons;1882867;27;66;13;6;5;21;145
7161;5;2020/21;Hamidou Diallo; SG;Detroit Pistons;1663861;52;272;101;41;24;76;604
7181;5;2020/21;Wayne Ellington; SG;Detroit Pistons;1620564;46;85;67;18;9;33;442
7250;5;2020/21;Deividas Sirvydis; F;Detroit Pistons;898310;20;29;5;2;0;5;41
7342;5;2021/22;Jerami Grant;SF;Detroit Pistons;20002500;47;191;111;44;49;85;904
7393;5;2021/22;Kelly Olynyk;PF;Detroit Pistons;12195122;40;177;111;31;19;58;365
7398;5;2021/22;Marvin Bagley III;PF;Detroit Pistons;11312114;48;338;36;22;18;39;540
7408;5;2021/22;Cade Cunningham;PG;Detroit Pistons;10050120;64;354;356;78;43;234;1114
7473;5;2021/22;Killian Hayes;PG;Detroit Pistons;5572680;66;210;277;78;35;111;453
7481;5;2021/22;Hamidou Diallo;SG;Detroit Pistons;5200000;58;277;73;71;17;58;636
7495;5;2021/22;Cory Joseph;PG;Detroit Pistons;4910000;65;174;237;42;17;85;521
7551;5;2021/22;Isaiah Stewart;C;Detroit Pistons;3277080;71;617;82;22;78;85;589
7561;5;2021/22;Frank Jackson;PG;Detroit Pistons;3000000;53;87;55;27;9;38;560
7566;5;2021/22;Saddiq Bey;SF;Detroit Pistons;2824320;82;441;233;73;16;96;1321
7641;5;2021/22;Carsen Edwards;PG;Detroit Pistons;1782621;4;6;14;2;0;5;23
7694;5;2021/22;Rodney McGruder;G;Detroit Pistons;1669178;51;111;48;21;7;24;273
7726;5;2021/22;Deividas Sirvydis;F;Detroit Pistons;1517981;3;6;1;3;1;0;3
7733;5;2021/22;Saben Lee;PG;Detroit Pistons;1489065;37;87;107;36;12;36;208
7739;5;2021/22;Isaiah Livers;PF;Detroit Pistons;1057260;19;57;21;13;7;15;121
7750;5;2021/22;Luka Garza;C;Detroit Pistons;925258;32;100;20;9;6;18;186
44;5;2003/04;Austin Croshere; PF;Indiana Pacers;7610000;77;243;52;24;14;55;387
79;5;2003/04;Scot Pollard; C;Indiana Pacers;5310000;61;164;10;23;26;22;106
96;5;2003/04;Jonathan Bender; SF;Indiana Pacers;4278000;21;40;9;5;11;33;148
130;5;2003/04;Metta World Peace; SF;Indiana Pacers;2676000;73;385;272;152;50;202;1333
138;5;2003/04;Jeff Foster; PF;Indiana Pacers;2264000;82;610;64;71;27;60;497
172;5;2003/04;Primoz Brezec; C;Indiana Pacers;862000;18;15;3;0;3;6;28
173;5;2003/04;Jamaal Tinsley; PG;Indiana Pacers;861000;52;136;303;84;17;110;432
222;5;2004/05;Austin Croshere; PF;Indiana Pacers;8260000;73;375;98;48;17;104;647
256;5;2004/05;Scot Pollard; C;Indiana Pacers;5792000;49;205;18;30;24;31;191
329;5;2004/05;Jamaal Tinsley; PG;Indiana Pacers;1554000;40;160;257;81;12;134;616
339;5;2005/06;Jermaine O'Neal; C;Indiana Pacers;16440000;51;476;133;27;117;151;1024
396;5;2005/06;Austin Croshere; PF;Indiana Pacers;7900000;50;265;62;22;7;48;408
400;5;2005/06;Peja Stojakovic; SF;Indiana Pacers;7525000;71;415;136;45;10;103;1290
411;5;2005/06;Jonathan Bender; SF;Indiana Pacers;7175000;2;4;2;0;1;0;10
427;5;2005/06;Scot Pollard; C;Indiana Pacers;6274935;45;218;24;37;20;26;169
436;5;2005/06;Stephen Jackson; SF;Indiana Pacers;5610000;81;312;225;104;43;203;1329
442;5;2005/06;Jamaal Tinsley; PG;Indiana Pacers;5400000;42;133;211;49;6;109;390
460;5;2005/06;Jeff Foster; PF;Indiana Pacers;5000000;63;574;50;41;27;64;372
487;5;2005/06;Sarunas Jasikevicius; PG;Indiana Pacers;4000000;75;153;227;40;4;116;547
553;5;2005/06;Anthony Johnson; PG;Indiana Pacers;2420000;75;168;324;63;22;115;691
558;5;2005/06;Fred Jones; SG;Indiana Pacers;2328843;68;170;154;55;20;107;651
616;5;2005/06;Danny Granger; SF;Indiana Pacers;1318920;78;384;90;58;62;80;587
663;5;2005/06;David Harrison; C;Indiana Pacers;898200;67;254;14;23;59;79;385
676;5;2005/06;Eddie Gill; PG;Indiana Pacers;835810;41;15;12;11;1;9;45
757;5;2006/07;Jermaine O'Neal; C;Indiana Pacers;18084000;69;661;167;50;182;203;1339
809;5;2006/07;Troy Murphy; PF;Indiana Pacers;8285714;68;414;126;46;42;78;698
828;5;2006/07;Mike Dunleavy; SG;Indiana Pacers;7438016;82;431;228;84;22;149;1049
853;5;2006/07;Marquis Daniels; SG;Indiana Pacers;5883600;45;82;57;27;7;55;320
856;5;2006/07;Jamaal Tinsley; PG;Indiana Pacers;5850000;72;240;494;117;25;200;925
865;5;2006/07;Jeff Foster; PF;Indiana Pacers;5500000;75;609;57;62;37;70;322
986;5;2006/07;Ike Diogu; PF;Indiana Pacers;2137200;59;203;25;8;26;67;366
1032;5;2006/07;Danny Granger; SF;Indiana Pacers;1417800;82;381;114;67;61;135;1142
1035;5;2006/07;Shawne Williams; SF;Indiana Pacers;1367760;46;83;22;6;8;24;180
1036;5;2006/07;Keith McLeod; PG;Indiana Pacers;1350000;48;43;90;24;5;46;231
1070;5;2006/07;David Harrison; C;Indiana Pacers;960840;24;42;6;5;12;26;71
1109;5;2006/07;Maceo Baston; SF;Indiana Pacers;744551;47;74;16;12;18;32;138
1118;5;2006/07;Rawle Marshall; SF;Indiana Pacers;664209;40;29;13;12;5;19;99
1125;5;2006/07;Orien Greene; PG;Indiana Pacers;664209;41;44;22;17;4;28;63
1184;5;2007/08;Jermaine O'Neal; C;Indiana Pacers;19 728 000;42;283;93;20;87;106;571
1240;5;2007/08;Troy Murphy; PF;Indiana Pacers;9 206 349;75;543;165;49;32;96;916
1256;5;2007/08;Mike Dunleavy; SG;Indiana Pacers;8 219 008;82;424;288;86;31;190;1565
1276;5;2007/08;Marquis Daniels; SG;Indiana Pacers;6 373 900;74;212;137;79;18;112;606
1278;5;2007/08;Jamaal Tinsley; PG;Indiana Pacers;6 300 000;39;141;326;66;10;130;464
1302;5;2007/08;Jeff Foster; PF;Indiana Pacers;5 500 000;77;668;129;56;32;62;496
1408;5;2007/08;Ike Diogu; PF;Indiana Pacers;2 286 360;30;85;10;7;3;20;168
1440;5;2007/08;David Harrison; C;Indiana Pacers;1 734 316;55;118;14;20;59;58;229
1450;5;2007/08;Danny Granger; SF;Indiana Pacers;1 516 800;80;486;166;95;84;171;1567
1451;5;2007/08;Travis Diener; PG;Indiana Pacers;1 500 000;66;115;251;35;4;55;456
1454;5;2007/08;Shawne Williams; SF;Indiana Pacers;1 470 360;65;176;59;26;26;58;437
1519;5;2007/08;Stephen Graham; SF;Indiana Pacers;770 610;22;22;9;4;1;10;87
1525;5;2007/08;Kareem Rush; SG;Indiana Pacers;770 610;71;168;89;42;19;62;588
1546;5;2007/08;Andre Owens; SG;Indiana Pacers;687 456;31;47;47;13;3;24;123
1580;5;2007/08;Courtney Sims; C;Indiana Pacers;319 116;3;2;1;0;0;0;0
1586;5;2007/08;Ronald Murray; SG;Indiana Pacers;213 051;42;83;144;38;4;84;396
1661;5;2008/09;Troy Murphy; PF;Indiana Pacers;10126984;73;861;172;58;34;114;1041
1682;5;2008/09;Mike Dunleavy; SG;Indiana Pacers;9000000;18;68;44;12;9;38;271
1690;5;2008/09;Rasho Nesterovic; C;Indiana Pacers;8400000;70;240;109;30;38;63;473
1693;5;2008/09;T.J. Ford; PG;Indiana Pacers;8000000;74;259;392;89;16;180;1106
1700;5;2008/09;Marquis Daniels; SG;Indiana Pacers;6864200;54;248;114;62;26;94;733
1739;5;2008/09;Jeff Foster; PF;Indiana Pacers;5500000;74;508;130;53;49;88;452
1837;5;2008/09;Danny Granger; SF;Indiana Pacers;2329805;67;341;183;69;97;165;1728
1841;5;2008/09;Maceo Baston; SF;Indiana Pacers;2272860;27;52;7;6;10;12;67
1852;5;2008/09;Jarrett Jack; G;Indiana Pacers;2002623;82;276;338;88;17;184;1074
1880;5;2008/09;Travis Diener; PG;Indiana Pacers;1620000;55;86;122;26;5;21;206
1889;5;2008/09;Roy Hibbert; C;Indiana Pacers;1465440;70;243;49;20;76;55;494
1937;5;2008/09;Stephen Graham; SF;Indiana Pacers;826269;52;96;33;10;4;45;282
1993;5;2008/09;Josh McRoberts; PF;Indiana Pacers;711517;33;74;16;12;16;12;80
2077;5;2009/10;Troy Murphy; PF;Indiana Pacers;11047619;72;737;150;72;34;100;1050
2088;5;2009/10;Danny Granger; SF;Indiana Pacers;10130500;62;342;171;94;51;157;1497
2092;5;2009/10;Mike Dunleavy; SG;Indiana Pacers;9780992;67;236;103;38;15;72;666
2110;5;2009/10;T.J. Ford; PG;Indiana Pacers;8500000;47;149;180;44;11;90;484
2141;5;2009/10;Jeff Foster; PF;Indiana Pacers;6077500;16;81;21;3;4;14;49
2237;5;2009/10;Earl Watson; PG;Indiana Pacers;2800000;79;240;399;104;16;175;619
2245;5;2009/10;Dahntay Jones; SG;Indiana Pacers;2500000;76;229;150;40;39;129;776
2284;5;2009/10;Tyler Hansbrough; PF;Indiana Pacers;1859160;29;138;28;17;8;21;246
2298;5;2009/10;Solomon Jones; PF;Indiana Pacers;1620000;52;144;32;14;37;40;207
2303;5;2009/10;Roy Hibbert; C;Indiana Pacers;1575360;81;464;158;30;131;145;946
2369;5;2009/10;Luther Head; PG;Indiana Pacers;825497;47;80;72;18;9;54;357
2388;5;2009/10;Josh McRoberts; PF;Indiana Pacers;825497;42;127;44;17;16;19;179
2426;5;2009/10;A.J. Price; PG;Indiana Pacers;457588;56;88;106;35;3;59;410
2508;5;2010/11;Danny Granger; SF;Indiana Pacers;10973202;79;425;203;89;62;206;1622
2513;5;2010/11;Mike Dunleavy; SG;Indiana Pacers;10561984;61;276;105;40;30;69;682
2531;5;2010/11;T.J. Ford; PG;Indiana Pacers;8500000;41;81;141;35;8;63;223
2546;5;2010/11;James Posey; SF;Indiana Pacers;7148800;49;147;34;24;6;24;240
2558;5;2010/11;Jeff Foster; PF;Indiana Pacers;6655000;56;350;46;24;31;26;187
2675;5;2010/11;Dahntay Jones; SG;Indiana Pacers;2500000;45;65;33;20;7;31;283
2688;5;2010/11;Paul George; SG;Indiana Pacers;2238360;61;224;65;62;26;70;476
2704;5;2010/11;Tyler Hansbrough; PF;Indiana Pacers;1998600;70;366;41;37;15;76;767
2721;5;2010/11;Roy Hibbert; C;Indiana Pacers;1685280;81;610;166;33;142;185;1025
2730;5;2010/11;Solomon Jones; PF;Indiana Pacers;1500000;39;113;30;12;22;35;139
2739;5;2010/11;Darren Collison; PG;Indiana Pacers;1361040;79;225;403;87;14;194;1039
2782;5;2010/11;Josh McRoberts; PF;Indiana Pacers;885120;72;382;150;47;57;93;533
2831;5;2010/11;A.J. Price; PG;Indiana Pacers;762195;50;72;111;29;1;53;323
2835;5;2010/11;Lance Stephenson; G;Indiana Pacers;750000;12;18;21;4;0;16;37
2927;5;2011/12;Danny Granger; SF;Indiana Pacers;12015904;62;307;109;62;40;110;1159
2945;5;2011/12;David West; F;Indiana Pacers;10000000;66;433;140;52;46;93;842
2967;5;2011/12;Leandro Barbosa; G;Indiana Pacers;7600000;64;128;96;56;7;94;708
3086;5;2011/12;Jeff Foster; PF;Indiana Pacers;3000000;11;42;4;8;1;7;25
3095;5;2011/12;Lou Amundson; PF;Indiana Pacers;2763450;60;222;14;27;44;45;213
3100;5;2011/12;Dahntay Jones; SG;Indiana Pacers;2700000;65;117;63;23;11;46;346
3102;5;2011/12;Roy Hibbert; C;Indiana Pacers;2588590;65;572;108;32;128;128;834
3112;5;2011/12;Paul George; SG;Indiana Pacers;2406240;66;370;158;108;38;117;798
3128;5;2011/12;Tyler Hansbrough; PF;Indiana Pacers;2138040;66;290;30;54;9;65;614
3154;5;2011/12;George Hill; PG;Indiana Pacers;1540493;50;151;145;42;17;52;481
3157;5;2011/12;Jeff Ayres; F;Indiana Pacers;1500000;20;33;4;3;2;2;34
3161;5;2011/12;Darren Collison; PG;Indiana Pacers;1455960;60;187;287;49;14;114;621
3223;5;2011/12;A.J. Price; PG;Indiana Pacers;854389;44;61;86;20;2;32;172
3256;5;2011/12;Lance Stephenson; G;Indiana Pacers;810000;42;53;46;21;5;36;106
3305;5;2011/12;Kyrylo Fesenko; C;Indiana Pacers;435000;3;9;1;2;0;0;8
3366;5;2012/13;Roy Hibbert; C;Indiana Pacers;13668750;79;656;113;39;206;162;937
3373;5;2012/13;Danny Granger; SF;Indiana Pacers;13058606;5;9;3;2;1;4;27
3393;5;2012/13;David West; F;Indiana Pacers;10000000;73;563;213;74;69;157;1250
3420;5;2012/13;George Hill; PG;Indiana Pacers;8000000;76;284;355;81;26;116;1076
3493;5;2012/13;Ian Mahinmi; C;Indiana Pacers;4000000;80;311;27;39;66;92;402
3511;5;2012/13;D.J. Augustin; G;Indiana Pacers;3500000;76;91;170;34;3;68;356
3513;5;2012/13;Gerald Green; G;Indiana Pacers;3500000;60;141;50;19;23;53;421
3535;5;2012/13;Tyler Hansbrough; PF;Indiana Pacers;3055259;81;373;36;29;18;78;568
3561;5;2012/13;Paul George; SG;Indiana Pacers;2574120;79;603;327;143;51;233;1377
3614;5;2012/13;Jeff Ayres; F;Indiana Pacers;1500000;37;104;15;6;12;23;145
3647;5;2012/13;Miles Plumlee; C;Indiana Pacers;1073280;14;22;2;0;3;3;13
3668;5;2012/13;Lance Stephenson; G;Indiana Pacers;870000;78;304;223;81;16;109;687
3721;5;2012/13;Orlando Johnson; SG;Indiana Pacers;550000;51;110;47;11;9;29;203
3741;5;2012/13;Ben Hansbrough; PG;Indiana Pacers;473604;28;18;21;7;2;18;57
3746;5;2012/13;Sam Young; SF;Indiana Pacers;402065;56;123;42;15;8;33;155
3767;5;2012/13;Dominic McGuire; PF;Indiana Pacers;68902;26;78;20;13;11;12;51
